target_tps,submitted,success,failed,failure_rate_pct,throughput_tps,mean_endorsement_delay_ms,p95_endorsement_delay_ms,mean_ordering_delay_ms,p95_ordering_delay_ms,mean_commit_delay_ms,p95_commit_delay_ms,mean_total_latency_ms,p95_total_latency_ms,bottleneck_stage_mean,bottleneck_stage_p95
50,200,200,0,0.0,49.77600796416127,43.615,269.24999999999955,20.105,116.09999999999997,165.49,288.04999999999995,229.21,634.1499999999986,commit,commit
