target_tps,container,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,avg_memory_used_mib,max_memory_used_mib
50,orderer.example.com,28.515,46.17,1.285,1.38,101.905,109.4
50,peer0.org1.example.com,43.7,70.45,2.255,2.51,178.85,199.2
50,peer0.org2.example.com,30.61,50.67,2.025,2.29,160.6,181.5
