target_tps,submitted,success,failed,failure_rate_pct,throughput_tps,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,latency_std_ms,spike_share_pct,instability_cv
50,260,260,0,0.0,50.0,649.0538461538462,174.0,2208.05,2419.810000000001,2472.0,757.0388650884694,5.0,1.1147146629436728
